Date,Close Price
11/11/2010 0:00,0.22
11/12/2010 0:00,0.27
11/13/2010 0:00,0.28
11/14/2010 0:00,0.28
11/15/2010 0:00,0.27
11/16/2010 0:00,0.22
11/17/2010 0:00,0.23
11/18/2010 0:00,0.27
11/19/2010 0:00,0.28
11/20/2010 0:00,0.28
11/21/2010 0:00,0.28
11/22/2010 0:00,0.29
11/23/2010 0:00,0.28
11/24/2010 0:00,0.28
11/25/2010 0:00,0.28
11/26/2010 0:00,0.28
11/27/2010 0:00,0.28
11/28/2010 0:00,0.27
11/29/2010 0:00,0.23
11/30/2010 0:00,0.21
12/1/2010 0:00,0.23
12/2/2010 0:00,0.25
12/3/2010 0:00,0.25
12/4/2010 0:00,0.2
12/5/2010 0:00,0.19
12/6/2010 0:00,0.2
12/7/2010 0:00,0.23
12/8/2010 0:00,0.24
12/9/2010 0:00,0.2
12/10/2010 0:00,0.2
12/11/2010 0:00,0.23
12/12/2010 0:00,0.22
12/13/2010 0:00,0.23
12/14/2010 0:00,0.25
12/15/2010 0:00,0.24
12/16/2010 0:00,0.25
12/17/2010 0:00,0.24
12/18/2010 0:00,0.24
12/19/2010 0:00,0.24
12/20/2010 0:00,0.27
12/21/2010 0:00,0.24
12/22/2010 0:00,0.25
12/23/2010 0:00,0.25
12/24/2010 0:00,0.25
12/25/2010 0:00,0.25
12/26/2010 0:00,0.26
12/27/2010 0:00,0.26
12/28/2010 0:00,0.28
12/29/2010 0:00,0.3
12/30/2010 0:00,0.3
12/31/2010 0:00,0.3
1/1/2011 0:00,0.3
1/2/2011 0:00,0.3
1/3/2011 0:00,0.29
1/4/2011 0:00,0.3
1/5/2011 0:00,0.3
1/6/2011 0:00,0.3
1/7/2011 0:00,0.32
1/8/2011 0:00,0.32
1/9/2011 0:00,0.32
1/10/2011 0:00,0.33
1/11/2011 0:00,0.33
1/12/2011 0:00,0.32
1/13/2011 0:00,0.32
1/14/2011 0:00,0.4
1/15/2011 0:00,0.39
1/16/2011 0:00,0.39
1/17/2011 0:00,0.35
1/18/2011 0:00,0.31
1/19/2011 0:00,0.31
1/20/2011 0:00,0.39
1/21/2011 0:00,0.42
1/22/2011 0:00,0.44
1/23/2011 0:00,0.44
1/24/2011 0:00,0.42
1/25/2011 0:00,0.41
1/26/2011 0:00,0.42
1/27/2011 0:00,0.42
1/28/2011 0:00,0.45
1/29/2011 0:00,0.44
1/30/2011 0:00,0.48
1/31/2011 0:00,0.52
2/1/2011 0:00,0.7
2/2/2011 0:00,0.72
2/3/2011 0:00,0.69
2/4/2011 0:00,0.81
2/5/2011 0:00,0.92
2/6/2011 0:00,0.9
2/7/2011 0:00,0.89
2/8/2011 0:00,0.92
2/9/2011 0:00,1.09
2/10/2011 0:00,0.98
2/11/2011 0:00,1.07
2/12/2011 0:00,1.08
2/13/2011 0:00,1.05
2/14/2011 0:00,1.07
2/15/2011 0:00,1.05
2/16/2011 0:00,1.04
2/17/2011 0:00,1.04
2/18/2011 0:00,0.9
2/19/2011 0:00,0.95
2/20/2011 0:00,0.85
2/21/2011 0:00,0.83
2/22/2011 0:00,0.87
2/23/2011 0:00,0.9
2/24/2011 0:00,1
2/25/2011 0:00,0.91
2/26/2011 0:00,0.96
2/27/2011 0:00,0.89
2/28/2011 0:00,0.86
3/1/2011 0:00,0.92
3/2/2011 0:00,0.94
3/3/2011 0:00,0.94
3/4/2011 0:00,0.9
3/5/2011 0:00,0.91
3/6/2011 0:00,0.9
3/7/2011 0:00,0.88
3/8/2011 0:00,0.87
3/9/2011 0:00,0.86
3/10/2011 0:00,0.93
3/11/2011 0:00,0.88
3/12/2011 0:00,0.92
3/13/2011 0:00,0.89
3/14/2011 0:00,0.89
3/15/2011 0:00,0.87
3/16/2011 0:00,0.86
3/17/2011 0:00,0.83
3/18/2011 0:00,0.82
3/19/2011 0:00,0.76
3/20/2011 0:00,0.74
3/21/2011 0:00,0.76
3/22/2011 0:00,0.81
3/23/2011 0:00,0.85
3/24/2011 0:00,0.87
3/25/2011 0:00,0.88
3/26/2011 0:00,0.86
3/27/2011 0:00,0.82
3/28/2011 0:00,0.8
3/29/2011 0:00,0.79
3/30/2011 0:00,0.79
3/31/2011 0:00,0.78
4/1/2011 0:00,0.77
4/2/2011 0:00,0.78
4/3/2011 0:00,0.78
4/4/2011 0:00,0.68
4/5/2011 0:00,0.71
4/6/2011 0:00,0.74
4/7/2011 0:00,0.75
4/8/2011 0:00,0.75
4/9/2011 0:00,0.73
4/10/2011 0:00,0.74
4/11/2011 0:00,0.77
4/12/2011 0:00,0.86
4/13/2011 0:00,0.92
4/14/2011 0:00,1
4/15/2011 0:00,0.99
4/16/2011 0:00,1.05
4/17/2011 0:00,1.11
4/18/2011 0:00,1.16
4/19/2011 0:00,1.2
4/20/2011 0:00,1.14
4/21/2011 0:00,1.21
4/22/2011 0:00,1.41
4/23/2011 0:00,1.7
4/24/2011 0:00,1.63
4/25/2011 0:00,1.56
4/26/2011 0:00,1.79
4/27/2011 0:00,1.9
4/28/2011 0:00,2.21
4/29/2011 0:00,2.88
4/30/2011 0:00,3.5
5/1/2011 0:00,3.03
5/2/2011 0:00,3.2
5/3/2011 0:00,3.41
5/4/2011 0:00,3.41
5/5/2011 0:00,3.33
5/6/2011 0:00,3.45
5/7/2011 0:00,3.64
5/8/2011 0:00,3.87
5/9/2011 0:00,3.8
5/10/2011 0:00,5.81
5/11/2011 0:00,5.5
5/12/2011 0:00,6.3
5/13/2011 0:00,8.2
5/14/2011 0:00,7.2
5/15/2011 0:00,6.99
5/16/2011 0:00,8.03
5/17/2011 0:00,7.19
5/18/2011 0:00,6.88
5/19/2011 0:00,6.8
5/20/2011 0:00,5.59
5/21/2011 0:00,6.12
5/22/2011 0:00,6.69
5/23/2011 0:00,7.15
5/24/2011 0:00,7.42
5/25/2011 0:00,8.4
5/26/2011 0:00,8.8
5/27/2011 0:00,8.5
5/28/2011 0:00,8.3
5/29/2011 0:00,8.43
5/30/2011 0:00,8.8
5/31/2011 0:00,8.74
6/1/2011 0:00,9.57
6/2/2011 0:00,10.6
6/3/2011 0:00,14.29
6/4/2011 0:00,18.89
6/5/2011 0:00,16.7
6/6/2011 0:00,18.55
6/7/2011 0:00,23.92
6/8/2011 0:00,29.6
6/9/2011 0:00,28.92
6/10/2011 0:00,23.95
6/11/2011 0:00,14.65
6/12/2011 0:00,18.55
6/13/2011 0:00,19.84
6/14/2011 0:00,19.28
6/15/2011 0:00,19.49
6/16/2011 0:00,17
6/17/2011 0:00,15.68
6/18/2011 0:00,16.89
6/19/2011 0:00,17.51
6/20/2011 0:00,17.51
6/21/2011 0:00,17.51
6/22/2011 0:00,17.51
6/23/2011 0:00,17.51
6/24/2011 0:00,17.51
6/25/2011 0:00,17.51
6/26/2011 0:00,16.45
6/27/2011 0:00,16.75
6/28/2011 0:00,16.95
6/29/2011 0:00,16.84
6/30/2011 0:00,16.1
7/1/2011 0:00,15.4
7/2/2011 0:00,15.4
7/3/2011 0:00,15.44
7/4/2011 0:00,13.86
7/5/2011 0:00,12.91
7/6/2011 0:00,14.78
7/7/2011 0:00,14.78
7/8/2011 0:00,14.31
7/9/2011 0:00,14.38
7/10/2011 0:00,14.9
7/11/2011 0:00,14.21
7/12/2011 0:00,14.01
7/13/2011 0:00,13.95
7/14/2011 0:00,13.99
7/15/2011 0:00,13.81
7/16/2011 0:00,13.72
7/17/2011 0:00,13.16
7/18/2011 0:00,13.48
7/19/2011 0:00,13.85
7/20/2011 0:00,13.69
7/21/2011 0:00,13.61
7/22/2011 0:00,13.7
7/23/2011 0:00,13.68
7/24/2011 0:00,13.98
7/25/2011 0:00,14.05
7/26/2011 0:00,13.88
7/27/2011 0:00,13.94
7/28/2011 0:00,13.49
7/29/2011 0:00,13.5
7/30/2011 0:00,13.53
7/31/2011 0:00,13.35
8/1/2011 0:00,13.09
8/2/2011 0:00,12.05
8/3/2011 0:00,9.26
8/4/2011 0:00,10.75
8/5/2011 0:00,9.8
8/6/2011 0:00,6.55
8/7/2011 0:00,7.9
8/8/2011 0:00,7.8
8/9/2011 0:00,9.99
8/10/2011 0:00,9.98
8/11/2011 0:00,9.46
8/12/2011 0:00,9.46
8/13/2011 0:00,10.13
8/14/2011 0:00,10.8
8/15/2011 0:00,11.15
8/16/2011 0:00,10.96
8/17/2011 0:00,10.95
8/18/2011 0:00,10.83
8/19/2011 0:00,11.65
8/20/2011 0:00,11.45
8/21/2011 0:00,11.31
8/22/2011 0:00,10.89
8/23/2011 0:00,10.94
8/24/2011 0:00,10.85
8/25/2011 0:00,9.66
8/26/2011 0:00,8.18
8/27/2011 0:00,8.59
8/28/2011 0:00,9.07
8/29/2011 0:00,8.97
8/30/2011 0:00,8.79
8/31/2011 0:00,8.2
9/1/2011 0:00,8.21
9/2/2011 0:00,8.64
9/3/2011 0:00,8.48
9/4/2011 0:00,8.18
9/5/2011 0:00,7.61
9/6/2011 0:00,6.86
9/7/2011 0:00,7.19
9/8/2011 0:00,6.53
9/9/2011 0:00,5.03
9/10/2011 0:00,4.77
9/11/2011 0:00,5.86
9/12/2011 0:00,6.08
9/13/2011 0:00,5.8
9/14/2011 0:00,5.62
9/15/2011 0:00,4.84
9/16/2011 0:00,4.82
9/17/2011 0:00,4.77
9/18/2011 0:00,5.2
9/19/2011 0:00,5.46
9/20/2011 0:00,6.11
9/21/2011 0:00,5.61
9/22/2011 0:00,5.43
9/23/2011 0:00,5.55
9/24/2011 0:00,5.47
9/25/2011 0:00,5.33
9/26/2011 0:00,4.87
9/27/2011 0:00,4.92
9/28/2011 0:00,4.77
9/29/2011 0:00,4.78
9/30/2011 0:00,5.14
10/1/2011 0:00,5.03
10/2/2011 0:00,5.03
10/3/2011 0:00,5.02
10/4/2011 0:00,4.96
10/5/2011 0:00,4.87
10/6/2011 0:00,4.73
10/7/2011 0:00,4.27
10/8/2011 0:00,4.01
10/9/2011 0:00,4.1
10/10/2011 0:00,4.1
10/11/2011 0:00,3.93
10/12/2011 0:00,4.15
10/13/2011 0:00,4.05
10/14/2011 0:00,3.99
10/15/2011 0:00,3.84
10/16/2011 0:00,3.56
10/17/2011 0:00,2.56
10/18/2011 0:00,2.42
10/19/2011 0:00,2.27
10/20/2011 0:00,2.35
10/21/2011 0:00,2.57
10/22/2011 0:00,3.16
10/23/2011 0:00,3.17
10/24/2011 0:00,2.54
10/25/2011 0:00,2.77
10/26/2011 0:00,2.77
10/27/2011 0:00,3.04
10/28/2011 0:00,3.19
10/29/2011 0:00,3.58
10/30/2011 0:00,3.27
10/31/2011 0:00,3.25
11/1/2011 0:00,3.15
11/2/2011 0:00,3.25
11/3/2011 0:00,3.15
11/4/2011 0:00,3.11
11/5/2011 0:00,2.97
11/6/2011 0:00,2.96
11/7/2011 0:00,3.01
11/8/2011 0:00,3.03
11/9/2011 0:00,2.95
11/10/2011 0:00,2.84
11/11/2011 0:00,3.08
11/12/2011 0:00,3.03
11/13/2011 0:00,3
11/14/2011 0:00,2.22
11/15/2011 0:00,2.33
11/16/2011 0:00,2.56
11/17/2011 0:00,2.25
11/18/2011 0:00,2.05
11/19/2011 0:00,2.2
11/20/2011 0:00,2.2
11/21/2011 0:00,2.29
11/22/2011 0:00,2.33
11/23/2011 0:00,2.33
11/24/2011 0:00,2.43
11/25/2011 0:00,2.51
11/26/2011 0:00,2.47
11/27/2011 0:00,2.48
11/28/2011 0:00,2.55
11/29/2011 0:00,2.75
11/30/2011 0:00,2.97
12/1/2011 0:00,3.06
12/2/2011 0:00,3.12
12/3/2011 0:00,2.79
12/4/2011 0:00,2.83
12/5/2011 0:00,2.88
12/6/2011 0:00,3.03
12/7/2011 0:00,2.99
12/8/2011 0:00,2.98
12/9/2011 0:00,2.97
12/10/2011 0:00,3.05
12/11/2011 0:00,3.25
12/12/2011 0:00,3.13
12/13/2011 0:00,3.25
12/14/2011 0:00,3.15
12/15/2011 0:00,3.2
12/16/2011 0:00,3.2
12/17/2011 0:00,3.2
12/18/2011 0:00,3.19
12/19/2011 0:00,3.52
12/20/2011 0:00,3.95
12/21/2011 0:00,3.89
12/22/2011 0:00,3.89
12/23/2011 0:00,3.95
12/24/2011 0:00,3.94
12/25/2011 0:00,4.22
12/26/2011 0:00,4.02
12/27/2011 0:00,4.07
12/28/2011 0:00,4.19
12/29/2011 0:00,4.17
12/30/2011 0:00,4.25
12/31/2011 0:00,4.72
1/1/2012 0:00,5.27
1/2/2012 0:00,5.22
1/3/2012 0:00,4.88
1/4/2012 0:00,5.57
1/5/2012 0:00,6.95
1/6/2012 0:00,6.7
1/7/2012 0:00,6.81
1/8/2012 0:00,7.11
1/9/2012 0:00,6.33
1/10/2012 0:00,6.36
1/11/2012 0:00,6.9
1/12/2012 0:00,6.8
1/13/2012 0:00,6.41
1/14/2012 0:00,6.75
1/15/2012 0:00,7
1/16/2012 0:00,6.68
1/17/2012 0:00,5.6
1/18/2012 0:00,5.92
1/19/2012 0:00,6.36
1/20/2012 0:00,6.49
1/21/2012 0:00,6.18
1/22/2012 0:00,6.31
1/23/2012 0:00,6.36
1/24/2012 0:00,6.29
1/25/2012 0:00,5.75
1/26/2012 0:00,5.34
1/27/2012 0:00,5.29
1/28/2012 0:00,5.63
1/29/2012 0:00,5.38
1/30/2012 0:00,5.49
1/31/2012 0:00,5.48
2/1/2012 0:00,6.08
2/2/2012 0:00,6.1
2/3/2012 0:00,5.96
2/4/2012 0:00,5.87
2/5/2012 0:00,5.69
2/6/2012 0:00,5.45
2/7/2012 0:00,5.69
2/8/2012 0:00,5.6
2/9/2012 0:00,5.83
2/10/2012 0:00,5.91
2/11/2012 0:00,5.6
2/12/2012 0:00,5.51
2/13/2012 0:00,5.26
2/14/2012 0:00,4.46
2/15/2012 0:00,4.33
2/16/2012 0:00,4.27
2/17/2012 0:00,4.41
2/18/2012 0:00,4.22
2/19/2012 0:00,4.39
2/20/2012 0:00,4.36
2/21/2012 0:00,4.27
2/22/2012 0:00,4.42
2/23/2012 0:00,5.01
2/24/2012 0:00,5.03
2/25/2012 0:00,4.77
2/26/2012 0:00,4.92
2/27/2012 0:00,4.96
2/28/2012 0:00,4.87
2/29/2012 0:00,4.86
3/1/2012 0:00,4.92
3/2/2012 0:00,4.7
3/3/2012 0:00,4.61
3/4/2012 0:00,4.82
3/5/2012 0:00,4.98
3/6/2012 0:00,4.99
3/7/2012 0:00,4.94
3/8/2012 0:00,4.93
3/9/2012 0:00,4.86
3/10/2012 0:00,4.83
3/11/2012 0:00,4.91
3/12/2012 0:00,4.89
3/13/2012 0:00,5.27
3/14/2012 0:00,5.38
3/15/2012 0:00,5.33
3/16/2012 0:00,5.34
3/17/2012 0:00,5.22
3/18/2012 0:00,5.28
3/19/2012 0:00,4.69
3/20/2012 0:00,4.84
3/21/2012 0:00,4.81
3/22/2012 0:00,4.7
3/23/2012 0:00,4.69
3/24/2012 0:00,4.68
3/25/2012 0:00,4.55
3/26/2012 0:00,4.62
3/27/2012 0:00,4.81
3/28/2012 0:00,4.79
3/29/2012 0:00,4.81
3/30/2012 0:00,4.86
3/31/2012 0:00,4.91
4/1/2012 0:00,4.83
4/2/2012 0:00,4.97
4/3/2012 0:00,4.95
4/4/2012 0:00,4.91
4/5/2012 0:00,4.92
4/6/2012 0:00,4.95
4/7/2012 0:00,4.69
4/8/2012 0:00,4.79
4/9/2012 0:00,4.87
4/10/2012 0:00,4.84
4/11/2012 0:00,4.93
4/12/2012 0:00,4.92
4/13/2012 0:00,4.94
4/14/2012 0:00,4.96
4/15/2012 0:00,4.97
4/16/2012 0:00,4.93
4/17/2012 0:00,4.98
4/18/2012 0:00,5.12
4/19/2012 0:00,5.14
4/20/2012 0:00,5.35
4/21/2012 0:00,5.26
4/22/2012 0:00,5.2
4/23/2012 0:00,4.96
4/24/2012 0:00,5.1
4/25/2012 0:00,5.13
4/26/2012 0:00,5.1
4/27/2012 0:00,5.11
4/28/2012 0:00,4.98
4/29/2012 0:00,4.9
4/30/2012 0:00,4.95
5/1/2012 0:00,5
5/2/2012 0:00,5.07
5/3/2012 0:00,5.13
5/4/2012 0:00,5.07
5/5/2012 0:00,5.08
5/6/2012 0:00,5.05
5/7/2012 0:00,5.06
5/8/2012 0:00,5.05
5/9/2012 0:00,5.04
5/10/2012 0:00,4.85
5/11/2012 0:00,4.96
5/12/2012 0:00,4.95
5/13/2012 0:00,4.93
5/14/2012 0:00,5.01
5/15/2012 0:00,5.03
5/16/2012 0:00,5.09
5/17/2012 0:00,5.1
5/18/2012 0:00,5.12
5/19/2012 0:00,5.1
5/20/2012 0:00,5.09
5/21/2012 0:00,5.1
5/22/2012 0:00,5.1
5/23/2012 0:00,5.14
5/24/2012 0:00,5.12
5/25/2012 0:00,5.15
5/26/2012 0:00,5.1
5/27/2012 0:00,5.14
5/28/2012 0:00,5.14
5/29/2012 0:00,5.15
5/30/2012 0:00,5.13
5/31/2012 0:00,5.18
6/1/2012 0:00,5.27
6/2/2012 0:00,5.25
6/3/2012 0:00,5.21
6/4/2012 0:00,5.27
6/5/2012 0:00,5.44
6/6/2012 0:00,5.46
6/7/2012 0:00,5.59
6/8/2012 0:00,5.63
6/9/2012 0:00,5.56
6/10/2012 0:00,5.47
6/11/2012 0:00,5.57
6/12/2012 0:00,5.7
6/13/2012 0:00,5.93
6/14/2012 0:00,5.95
6/15/2012 0:00,6.5
6/16/2012 0:00,6.4
6/17/2012 0:00,6.16
6/18/2012 0:00,6.31
6/19/2012 0:00,6.5
6/20/2012 0:00,6.67
6/21/2012 0:00,6.68
6/22/2012 0:00,6.55
6/23/2012 0:00,6.43
6/24/2012 0:00,6.35
6/25/2012 0:00,6.3
6/26/2012 0:00,6.42
6/27/2012 0:00,6.65
6/28/2012 0:00,6.61
6/29/2012 0:00,6.65
6/30/2012 0:00,6.69
7/1/2012 0:00,6.63
7/2/2012 0:00,6.76
7/3/2012 0:00,6.45
7/4/2012 0:00,6.51
7/5/2012 0:00,6.67
7/6/2012 0:00,6.65
7/7/2012 0:00,6.76
7/8/2012 0:00,6.8
7/9/2012 0:00,7.02
7/10/2012 0:00,7.2
7/11/2012 0:00,7.15
7/12/2012 0:00,7.76
7/13/2012 0:00,7.67
7/14/2012 0:00,7.54
7/15/2012 0:00,7.62
7/16/2012 0:00,8.5
7/17/2012 0:00,8.8
7/18/2012 0:00,9.11
7/19/2012 0:00,8.87
7/20/2012 0:00,8.52
7/21/2012 0:00,8.85
7/22/2012 0:00,8.41
7/23/2012 0:00,8.45
7/24/2012 0:00,8.6
7/25/2012 0:00,8.8
7/26/2012 0:00,8.9
7/27/2012 0:00,8.9
7/28/2012 0:00,8.89
7/29/2012 0:00,8.71
7/30/2012 0:00,9.1
7/31/2012 0:00,9.35
8/1/2012 0:00,9.55
8/2/2012 0:00,10.53
8/3/2012 0:00,10.97
8/4/2012 0:00,10.98
8/5/2012 0:00,10.87
8/6/2012 0:00,10.86
8/7/2012 0:00,11.1
8/8/2012 0:00,11.06
8/9/2012 0:00,11.06
8/10/2012 0:00,11.39
8/11/2012 0:00,11.51
8/12/2012 0:00,11.62
8/13/2012 0:00,12.04
8/14/2012 0:00,12.19
8/15/2012 0:00,13.25
8/16/2012 0:00,13.5
8/17/2012 0:00,11.58
8/18/2012 0:00,11.61
8/19/2012 0:00,8
8/20/2012 0:00,10.1
8/21/2012 0:00,9.91
8/22/2012 0:00,9.81
8/23/2012 0:00,10.1
8/24/2012 0:00,10.6
8/25/2012 0:00,10.52
8/26/2012 0:00,10.61
8/27/2012 0:00,10.95
8/28/2012 0:00,10.94
8/29/2012 0:00,10.92
8/30/2012 0:00,10.78
8/31/2012 0:00,10.16
9/1/2012 0:00,9.97
9/2/2012 0:00,10.2
9/3/2012 0:00,10.53
9/4/2012 0:00,10.38
9/5/2012 0:00,11
9/6/2012 0:00,11.18
9/7/2012 0:00,11
9/8/2012 0:00,11.04
9/9/2012 0:00,11.02
9/10/2012 0:00,11.17
9/11/2012 0:00,11.33
9/12/2012 0:00,11.36
9/13/2012 0:00,11.4
9/14/2012 0:00,11.67
9/15/2012 0:00,11.75
9/16/2012 0:00,11.87
9/17/2012 0:00,11.89
9/18/2012 0:00,12.25
9/19/2012 0:00,12.57
9/20/2012 0:00,12.28
9/21/2012 0:00,12.37
9/22/2012 0:00,12.24
9/23/2012 0:00,12.19
9/24/2012 0:00,12.1
9/25/2012 0:00,12.2
9/26/2012 0:00,12.27
9/27/2012 0:00,12.31
9/28/2012 0:00,12.39
9/29/2012 0:00,12.36
9/30/2012 0:00,12.4
10/1/2012 0:00,12.4
10/2/2012 0:00,12.84
10/3/2012 0:00,12.89
10/4/2012 0:00,12.85
10/5/2012 0:00,12.69
10/6/2012 0:00,12.5
10/7/2012 0:00,11.8
10/8/2012 0:00,11.78
10/9/2012 0:00,11.89
10/10/2012 0:00,12.12
10/11/2012 0:00,12.03
10/12/2012 0:00,12
10/13/2012 0:00,11.86
10/14/2012 0:00,11.74
10/15/2012 0:00,11.84
10/16/2012 0:00,11.85
10/17/2012 0:00,11.81
10/18/2012 0:00,11.94
10/19/2012 0:00,11.74
10/20/2012 0:00,11.74
10/21/2012 0:00,11.63
10/22/2012 0:00,11.71
10/23/2012 0:00,11.65
10/24/2012 0:00,11.65
10/25/2012 0:00,10.86
10/26/2012 0:00,10.17
10/27/2012 0:00,10.26
10/28/2012 0:00,10.7
10/29/2012 0:00,10.6
10/30/2012 0:00,10.89
10/31/2012 0:00,11.2
11/1/2012 0:00,10.57
11/2/2012 0:00,10.47
11/3/2012 0:00,10.64
11/4/2012 0:00,10.8
11/5/2012 0:00,10.75
11/6/2012 0:00,10.9
11/7/2012 0:00,10.92
11/8/2012 0:00,10.92
11/9/2012 0:00,10.81
11/10/2012 0:00,10.89
11/11/2012 0:00,10.87
11/12/2012 0:00,11.01
11/13/2012 0:00,10.95
11/14/2012 0:00,10.95
11/15/2012 0:00,11.2
11/16/2012 0:00,11.75
11/17/2012 0:00,11.79
11/18/2012 0:00,11.65
11/19/2012 0:00,11.8
11/20/2012 0:00,11.73
11/21/2012 0:00,11.77
11/22/2012 0:00,12.42
11/23/2012 0:00,12.34
11/24/2012 0:00,12.41
11/25/2012 0:00,12.48
11/26/2012 0:00,12.25
11/27/2012 0:00,12.2
11/28/2012 0:00,12.35
11/29/2012 0:00,12.45
11/30/2012 0:00,12.56
12/1/2012 0:00,12.56
12/2/2012 0:00,12.5
12/3/2012 0:00,12.68
12/4/2012 0:00,13.41
12/5/2012 0:00,13.38
12/6/2012 0:00,13.3
12/7/2012 0:00,13.5
12/8/2012 0:00,13.42
12/9/2012 0:00,13.39
12/10/2012 0:00,13.43
12/11/2012 0:00,13.56
12/12/2012 0:00,13.7
12/13/2012 0:00,13.7
12/14/2012 0:00,13.6
12/15/2012 0:00,13.49
12/16/2012 0:00,13.3
12/17/2012 0:00,13.25
12/18/2012 0:00,13.3
12/19/2012 0:00,13.6
12/20/2012 0:00,13.52
12/21/2012 0:00,13.5
12/22/2012 0:00,13.37
12/23/2012 0:00,13.31
12/24/2012 0:00,13.38
12/25/2012 0:00,13.35
12/26/2012 0:00,13.47
12/27/2012 0:00,13.42
12/28/2012 0:00,13.42
12/29/2012 0:00,13.4
12/30/2012 0:00,13.45
12/31/2012 0:00,13.51
1/1/2013 0:00,13.3
1/2/2013 0:00,13.28
1/3/2013 0:00,13.4
1/4/2013 0:00,13.5
1/5/2013 0:00,13.44
1/6/2013 0:00,13.45
1/7/2013 0:00,13.59
1/8/2013 0:00,13.74
1/9/2013 0:00,13.77
1/10/2013 0:00,14.14
1/11/2013 0:00,14.14
1/12/2013 0:00,14.24
1/13/2013 0:00,14.12
1/14/2013 0:00,14.3
1/15/2013 0:00,14.25
1/16/2013 0:00,14.73
1/17/2013 0:00,15.5
1/18/2013 0:00,15.7
1/19/2013 0:00,15.61
1/20/2013 0:00,15.7
1/21/2013 0:00,16.8
1/22/2013 0:00,17.26
1/23/2013 0:00,17.5
1/24/2013 0:00,16.9
1/25/2013 0:00,17.4
1/26/2013 0:00,17.88
1/27/2013 0:00,17.82
1/28/2013 0:00,18.72
1/29/2013 0:00,19.53
1/30/2013 0:00,19.7
1/31/2013 0:00,20.41
2/1/2013 0:00,20.5
2/2/2013 0:00,19.63
2/3/2013 0:00,20.59
2/4/2013 0:00,20.43
